ISIN,NAME
"INF740K01NV0","DSP Saving IDCW Payout Direct Plan"
"INF740K01NV0","DSP Saving IDCW Reinvest Direct Plan"
"INF174K01MX0","Kotak Money Market Monthly IDCW Payout Direct Plan"
"INF174K01MW2","Kotak Money Market Scheme Growth Direct Plan"
"INF174K01MX0","Kotak Money Market Monthly IDCW Reinvest Direct Plan"
"INF174K01MY8","Kotak Money Market Weekly IDCW Reinvest Direct Plan"
"INF174K01MZ5","Kotak Money Market Daily IDCW Reinvest Direct Plan"
"INF179KB1HU9","HDFC Money Market Growth Direct Plan"
"INF179KB1HZ8","HDFC Money Market Daily IDCW Reinvest Direct Plan"
"INF179KB1IA9","HDFC Money Market Weekly IDCW Payout Direct Plan"
"INF179KB1IB7","HDFC Money Market Weekly IDCW Reinvest Direct Plan"
"INF192K01DP7","JM Money Market Daily IDCW Reinvest Direct Plan"
"INF192K01DQ5","JM Money Market Weekly IDCW Reinvest Direct Plan"
"INF192K01DR3","JM Money Market Fortnightly IDCW Reinvest Direct Plan"
"INF192K01DS1","JM Money Market Growth Direct Plan"
"INF194K01M80","IDFC Money Manager Growth Direct Plan"
"INF194K01M98","IDFC Money Manager Daily IDCW Reinvest Direct Plan"
"INF194K01N22","IDFC Money Manager Monthly IDCW Payout Direct Plan"
"INF194K01N22","IDFC Money Manager Monthly IDCW Reinvest Direct Plan"
"INF194K01N48","IDFC Money Manager Weekly IDCW Reinvest Direct Plan"
"INF194KA1TJ9","IDFC Money Manager Periodic IDCW Payout Direct Plan"
"INF194KA1TJ9","IDFC Money Manager Periodic IDCW Reinvest Direct Plan"
"INF200K01SW2","SBI Saving Daily IDCW Reinvest Direct Plan"
"INF200K01SY8","SBI Saving IDCW Payout Direct Plan"
"INF200K01SY8","SBI Saving IDCW Reinvest Direct Plan"
"INF200K01SZ5","SBI Saving Growth Direct Plan"
"INF200K01TB4","SBI Saving Weekly IDCW Payout Direct Plan"
"INF200K01TB4","SBI Saving Weekly IDCW Reinvest Direct Plan"
"INF204K01G11","Nippon India Money Market Bonus Growth Direct Plan"
"INF204K01ZN8","Nippon India Money Market Daily IDCW Reinvest Direct Plan"
"INF204K01ZO6","Nippon India Money Market Weekly IDCW Reinvest Direct Plan"
"INF204K01ZP3","Nippon India Money Market Growth Direct Plan"
"INF204K01ZQ1","Nippon India Money Market Monthly IDCW Payout Direct Plan"
"INF204K01ZR9","Nippon India Money Market Monthly IDCW Reinvest Direct Plan"
"INF204K01ZS7","Nippon India Money Market Quarterly IDCW Payout Direct Plan"
"INF204K01ZT5","Nippon India Money Market Quarterly IDCW Reinvest Direct Plan"
"INF205K01RV5","Invesco India Money Market Daily IDCW Reinvest Direct Plan"
"INF205K01RW3","Invesco India Money Market Discretionary IDCW Payout Direct Plan"
"INF205K01RX1","Invesco India Money Market Discretionary IDCW Reinvest Direct Plan"
"INF205K01RY9","Invesco India Money Market Growth Direct Plan"
"INF205K01RZ6","Invesco India Money Market Monthly IDCW Payout Direct Plan"
"INF205K01SA7","Invesco India Money Market Monthly IDCW Reinvest Direct Plan"
"INF209K01UT5","Aditya Birla Sun Life Money Manager Daily IDCW Reinvest Direct Plan"
"INF209K01UU3","Aditya Birla Sun Life Money Manager Growth Direct Plan"
"INF209K01UV1","Aditya Birla Sun Life Money Manager Weekly IDCW Reinvest Direct Plan"
"INF277K011C6","Tata Money Market Daily IDCW Reinvest Direct Plan"
"INF277K01PR6","Tata Money Market Growth Direct Plan"
"INF789F01XU8","UTI Money Market Daily IDCW Reinvest Direct Plan"
"INF789F01XV6","UTI Money Market Growth Direct Plan"
"INF789F01XW4","UTI Money Market Weekly IDCW Payout Direct Plan"
"INF789F01XX2","UTI Money Market Weekly IDCW Reinvest Direct Plan"
"INF789FA1M20","UTI Money Market Fortnightly IDCW Payout Direct Plan"
"INF789FA1M38","UTI Money Market Fortnightly IDCW Reinvest Direct Plan"
"INF789FA1M46","UTI Money Market Monthly IDCW Payout Direct Plan"
"INF789FA1M53","UTI Money Market Monthly IDCW Reinvest Direct Plan"
"INF789FA1M61","UTI Money Market Quarterly IDCW Payout Direct Plan"
"INF789FA1M79","UTI Money Market Quarterly IDCW Reinvest Direct Plan"
"INF789FA1M87","UTI Money Market Half Yearly IDCW Payout Direct Plan"
"INF789FA1M95","UTI Money Market Half Yearly IDCW Reinvest Direct Plan"
"INF789FA1N03","UTI Money Market Annual IDCW Payout Direct Plan"
"INF789FA1N11","UTI Money Market Annual IDCW Reinvest Direct Plan"
"INF789FA1N29","UTI Money Market Flexi IDCW Payout Direct Plan"
"INF789FA1N37","UTI Money Market Flexi IDCW Reinvest Direct Plan"
"INF903JA1FR6","Sundaram Money Market Growth Direct Plan"
"INF903JA1FS4","Sundaram Money Market Monthly IDCW Payout Direct Plan"
"INF903JA1FT2","Sundaram Money Market Quarterly IDCW Payout Direct Plan"
"INF903JA1FU0","Sundaram Money Market Daily IDCW Reinvest Direct Plan"
"INF903JA1FV8","Sundaram Money Market Weekly IDCW Reinvest Direct Plan"
"INF903JA1FW6","Sundaram Money Market Fortnightly IDCW Reinvest Direct Plan"
"INF903JA1FX4","Sundaram Money Market Monthly IDCW Reinvest Direct Plan"
"INF903JA1FY2","Sundaram Money Market Quarterly IDCW Reinvest Direct Plan"
"INF917K01FD8","L&T Money Market Daily IDCW Reinvestent Reinvest Direct Plan"
"INF917K01FE6","L&T Money Market Growth Direct Plan"
"INF917K01FF3","L&T Money Market Monthly IDCW Payout Direct Plan"
"INF917K01FF3","L&T Money Market Monthly IDCW Reinvestent Reinvest Direct Plan"
"INF917K01FH9","L&T Money Market Weekly IDCW Reinvestent Reinvest Direct Plan"
"INF955L01IE8","Baroda Money Market Daily IDCW Reinvest Direct Plan"
"INF955L01ID0","Baroda Money Market Growth Direct Plan"
"INF955L01IF5","Baroda Money Market Weekly IDCW Reinvest Direct Plan"
"INF955L01IH1","Baroda Money Market Monthly IDCW Reinvest Direct Plan"
"INF955L01IG3","Baroda Money Market Monthly IDCW Payout Direct Plan"
"INF846K01Q62","Axis Money Market Growth Direct Plan"
"INF846K01Q70","Axis Money Market Daily IDCW Reinvest Direct Plan"
"INF846K01Q96","Axis Money Market Annual IDCW Payout Direct Plan"
"INF846K01Q88","Axis Money Market Annual IDCW Reinvest Direct Plan"
"INF846K01R12","Axis Money Market Monthly IDCW Payout Direct Plan"
"INF846K01R04","Axis Money Market Monthly IDCW Reinvest Direct Plan"
"INF846K01R38","Axis Money Market Quarterly IDCW Payout Direct Plan"
"INF846K01R20","Axis Money Market Quarterly IDCW Reinvest Direct Plan"
"INF663L01T84","PGIM India Money Market Growth Direct Plan"
"INF663L01U16","PGIM India Money Market Daily IDCW Reinvest Direct Plan"
"INF663L01T92","PGIM India Money Market Monthly IDCW Payout Direct Plan"
"INF663L01U08","PGIM India Money Market Weekly IDCW Reinvest Direct Plan"
"INF090I01HQ6","Franklin India Government Securities IDCW Payout Direct Plan"
"INF090I01HR4","Franklin India Government Securities IDCW Reinvest Direct Plan"
"INF090I01HS2","Franklin India Government Securities Growth Direct Plan"
"INF109K017C7","ICICI Prudential Gilt IDCW Payout Direct Plan"
"INF109K017C7","ICICI Prudential Gilt IDCW Reinvest Direct Plan"
"INF109K018C5","ICICI Prudential Gilt Growth Direct Plan"
"INF174K01KE4","Kotak Gilt Investment Growth Direct Plan"
"INF174K01KG9","Kotak Gilt Quarterly IDCW Payout Direct Plan"
"INF174K01KF1","Kotak Gilt Quarterly IDCW Reinvest Direct Plan"
"INF174K01KG9","Kotak Gilt Quarterly IDCW Reinvest Direct Plan"
"INF174K01KM7","Kotak Gilt Investment Providend & Trust Growth Direct Plan"
"INF179K01VR2","HDFC Gilt IDCW Payout Direct Plan"
"INF179K01VS0","HDFC Gilt Growth Direct Plan"
"INF179K01VT8","HDFC Gilt IDCW Reinvest Direct Plan"
"INF179K01VR2","HDFC Gilt IDCW Reinvest Direct Plan"
"INF194K01Q29","IDFC Government Securities Investment Growth Direct Plan"
"INF194K01Q45","IDFC Government Securities Investment Half Yearly IDCW Payout Direct Plan"
"INF194K01Q45","IDFC Government Securities Investment Half Yearly IDCW Reinvest Direct Plan"
"INF194K01Q78","IDFC Government Securities Investment Annual IDCW Payout Direct Plan"
"INF194K01Q78","IDFC Government Securities Investment Annual IDCW Reinvest Direct Plan"
"INF194K01R02","IDFC Government Securities Investment Quarterly IDCW Payout Direct Plan"
"INF194K01R02","IDFC Government Securities Investment Quarterly IDCW Reinvest Direct Plan"
"INF194K01R36","IDFC Government Securities Investment IDCW Payout Direct Plan"
"INF194K01R36","IDFC Government Securities Investment IDCW Reinvest Direct Plan"
"INF194KA1RZ9","IDFC Government Securities Investment Periodic IDCW Payout Direct Plan"
"INF194KA1RZ9","IDFC Government Securities Investment Periodic IDCW Reinvest Direct Plan"
"INF194KB1BP3","IDFC Gilt 2027 Index Growth Direct Plan"
"INF194KB1BQ1","IDFC Gilt 2027 Index IDCW Payout Direct Plan"
"INF194KB1BQ1","IDFC Gilt 2027 Index IDCW Reinvest Direct Plan"
"INF194KB1BV1","IDFC Gilt 2028 Index Growth Direct Plan"
"INF194KB1BW9","IDFC Gilt 2028 Index IDCW Payout Direct Plan"
"INF194KB1BW9","IDFC Gilt 2028 Index IDCW Reinvest Direct Plan"
"INF200K01SG5","SBI Magnum Gilt IDCW Payout Direct Plan"
"INF200K01SG5","SBI Magnum Gilt IDCW Reinvest Direct Plan"
"INF200K01SH3","SBI Magnum Gilt Growth Direct Plan"
"INF204K01E62","Nippon India Gilt Securities Automatic Annual IDCW Reinvest Direct Plan"
"INF204K01E70","Nippon India Gilt Securities Automatic Capital Appreciation IDCW Payout Direct Plan"
"INF204K01E88","Nippon India Gilt Securities Defined Maturity Date Growth Direct Plan"
"INF204K01XP8","Nippon India Gilt Securities Growth Direct Plan"
"INF204K01XQ6","Nippon India Gilt Securities IDCW Payout Direct Plan"
"INF204K01XR4","Nippon India Gilt Securities IDCW Reinvest Direct Plan"
"INF205K01SL4","Invesco India Gilt Annual IDCW Payout Direct Plan"
"INF205K01SM2","Invesco India Gilt Annual IDCW Reinvest Direct Plan"
"INF205K01SN0","Invesco India Gilt Growth Direct Plan"
"INF205K01SO8","Invesco India Gilt Monthly IDCW Reinvest Direct Plan"
"INF205K01SP5","Invesco India Gilt Quarterly IDCW Payout Direct Plan"
"INF205K01SQ3","Invesco India Gilt Quarterly IDCW Reinvest Direct Plan"
"INF209K01XP7","Aditya Birla Sun Life Government Securities Growth Direct Plan"
"INF209K01XQ5","Aditya Birla Sun Life Government Securities Instant Gain Growth Direct Plan"
"INF209KA1LC4","Aditya Birla Sun Life Government Securities Quarterly IDCW Payout Direct Plan"
"INF209KA1LC4","Aditya Birla Sun Life Government Securities Quarterly IDCW Reinvest Direct Plan"
"INF223J01NB1","PGIM India Gilt Quarterly IDCW Payout Direct Plan"
"INF223J01NC9","PGIM India Gilt Quarterly IDCW Reinvest Direct Plan"
"INF223J01ND7","PGIM India Gilt Growth Direct Plan"
"INF277K01OW9","Tata Gilt Securities IDCW Payout Direct Plan"
"INF277K01OW9","Tata Gilt Securities IDCW Reinvest Direct Plan"
"INF277K01OX7","Tata Gilt Securities Growth Direct Plan"
"INF397L01BZ3","IDBI Gilt Annual IDCW Payout Direct Plan"
"INF397L01CA4","IDBI Gilt Annual IDCW Reinvest Direct Plan"
"INF397L01CC0","IDBI Gilt Growth Direct Plan"
"INF397L01CD8","IDBI Gilt Quarterly IDCW Payout Direct Plan"
"INF397L01CE6","IDBI Gilt Quarterly IDCW Reinvest Direct Plan"
"INF740K01NE6","DSP Government Securities IDCW Monthly Payout Direct Plan"
"INF740K01NE6","DSP Government Securities Monthly IDCW Reinvest Direct Plan"
"INF740K01NF3","DSP Government Securities Growth Direct Plan"
"INF740K01NG1","DSP Government Securities IDCW Payout Direct Plan"
"INF740K01NG1","DSP Government Securities IDCW Reinvest Direct Plan"
"INF760K01FA8","Canara Robeco Gilt IDCW Payout Direct Plan"
"INF760K01FB6","Canara Robeco Gilt IDCW Reinvest Direct Plan"
"INF760K01FC4","Canara Robeco Gilt Growth Direct Plan"
"INF767K01EY6","LIC MF Gilt Regular IDCW Payout Direct Plan"
"INF767K01EZ3","LIC MF Gilt Regular Growth Direct Plan"
"INF767K01FA3","LIC MF Gilt Regular IDCW Reinvest Direct Plan"
"INF789F01TJ9","UTI Gilt IDCW Payout Direct Plan"
"INF789F01TK7","UTI Gilt IDCW Reinvest Direct Plan"
"INF789F01TL5","UTI Gilt Growth Direct Plan"
"INF843K01GS2","Edelweiss Government Securities Growth Direct Plan"
"INF843K01GU8","Edelweiss Government Securities IDCW Payout Direct Plan"
"INF843K01GV6","Edelweiss Government Securities IDCW Reinvest Direct Plan"
"INF843K01GW4","Edelweiss Government Securities Weekly IDCW Reinvest Direct Plan"
"INF843K01GY0","Edelweiss Government Securities Monthly IDCW Reinvest Direct Plan"
"INF843K01GZ7","Edelweiss Government Securities Monthly IDCW Payout Direct Plan"
"INF754K01MD1","Edelweiss Nifty PSU Bond Plus Sdl Index 2026 Growth Direct Plan"
"INF754K01ME9","Edelweiss Nifty PSU Bond Plus Sdl Index 2026 IDCW Payout Direct Plan"
"INF754K01MF6","Edelweiss Nifty PSU Bond Plus Sdl Index 2026 IDCW Reinvest Direct Plan"
"INF846K01DD4","Axis Gilt Growth Direct Plan"
"INF846K01DE2","Axis Gilt Half Yearly IDCW Reinvest Direct Plan"
"INF846K01DF9","Axis Gilt Half Yearly IDCW Payout Direct Plan"
"INF846K01DG7","Axis Gilt Regular IDCW Payout Direct Plan"
"INF846K01DH5","Axis Gilt Regular IDCW Reinvest Direct Plan"
"INF917K01FI7","L&T Gilt Growth Direct Plan"
"INF917K01FJ5","L&T Gilt Quarterly IDCW Payout Direct Plan"
"INF917K01FJ5","L&T Gilt Quarterly IDCW Reinvestent Reinvest Direct Plan"
"INF955L01AB1","Baroda Gilt B IDCW Payout Direct Plan"
"INF955L01AC9","Baroda Gilt B IDCW Reinvest Direct Plan"
"INF955L01AD7","Baroda Gilt B Growth Direct Plan"
"INF090I01KR8","Franklin India Banking & PSU Debt Growth Direct Plan"
"INF090I01KS6","Franklin India Banking & PSU Debt IDCW Payout Direct Plan"
"INF090I01KT4","Franklin India Banking & PSU Debt IDCW Reinvest Direct Plan"
"INF109K010A6","ICICI Prudential Banking & PSU Debt Growth Direct Plan"
"INF109K012A2","ICICI Prudential Banking & PSU Debt Quarterly IDCW Payout Direct Plan"
"INF109K012A2","ICICI Prudential Banking & PSU Debt Quarterly IDCW Reinvest Direct Plan"
"INF109K014A8","ICICI Prudential Banking & PSU Debt Weekly IDCW Payout Direct Plan"
"INF109K014A8","ICICI Prudential Banking & PSU Debt Weekly IDCW Reinvest Direct Plan"
"INF109K01Z97","ICICI Prudential Banking & PSU Debt Daily IDCW Payout Direct Plan"
"INF109K01Z97","ICICI Prudential Banking & PSU Debt Daily IDCW Reinvest Direct Plan"
"INF109KA1M88","ICICI Prudential Banking & PSU Debt Half Yearly IDCW Payout Direct Plan"
"INF109KA1M88","ICICI Prudential Banking & PSU Debt Half Yearly IDCW Reinvest Direct Plan"
"INF740KA1OF7","DSP Banking & PSU Debt Daily IDCW Reinvest Direct Plan"
"INF740KA1OG5","DSP Banking & PSU Debt IDCW Weekly Payout Direct Plan"
"INF740KA1OG5","DSP Banking & PSU Debt IDCW Weekly Reinvest Direct Plan"
"INF740K01A18","DSP Banking & PSU Debt IDCW Payout Direct Plan"
"INF740K01A18","DSP Banking & PSU Debt IDCW Reinvest Direct Plan"
"INF740K01ZW2","DSP Banking & PSU Debt Growth Direct Plan"
"INF740K01ZX0","DSP Banking & PSU Debt IDCW Monthly Payout Direct Plan"
"INF740K01ZX0","DSP Banking & PSU Debt Monthly IDCW Reinvest Direct Plan"
"INF740K01ZZ5","DSP Banking & PSU Debt IDCW Quarterly Payout Direct Plan"
"INF740K01ZZ5","DSP Banking & PSU Debt IDCW Quarterly Reinvest Direct Plan"
"INF174K01KH7","Kotak Banking & PSU Growth Direct Plan"
"INF174K01KL9","Kotak Banking & PSU Monthly IDCW Payout Direct Plan"
"INF174K01KK1","Kotak Investment & Banking PSU Monthly IDCW Reinvest Direct Plan"
"INF174K01KL9","Kotak Banking & PSU Monthly IDCW Reinvest Direct Plan"
"INF179KA1IZ7","HDFC Banking & PSU Debt Growth Direct Plan"
"INF179KA1JA8","HDFC Banking & PSU Debt IDCW Payout Direct Plan"
"INF179KA1JB6","HDFC Banking & PSU Debt IDCW Reinvest Direct Plan"
"INF179KA1JA8","HDFC Banking & PSU Debt IDCW Reinvest Direct Plan"
"INF194K010N5","IDFC Banking & PSU Debt Fortnightly IDCW Reinvest Direct Plan"
"INF194K011N3","IDFC Banking & PSU Debt Monthly IDCW Reinvest Direct Plan"
"INF194K015G8","IDFC Banking & PSU Debt Growth Direct Plan"
"INF194K016G6","IDFC Banking & PSU Debt IDCW Payout Direct Plan"
"INF194K016G6","IDFC Banking & PSU Debt IDCW Reinvest Direct Plan"
"INF194K018M0","IDFC Banking & PSU Debt Quarterly IDCW Payout Direct Plan"
"INF194K019M8","IDFC Banking & PSU Debt Annual IDCW Payout Direct Plan"
"INF194KA1JD3","IDFC Banking & PSU Debt Daily IDCW Reinvest Direct Plan"
"INF200K01V08","SBI Banking & PSU Growth Direct Plan"
"INF200K01V16","SBI Banking & PSU Daily IDCW Reinvest Direct Plan"
"INF200K01V24","SBI Banking & PSU Weekly IDCW Reinvest Direct Plan"
"INF200K01V24","SBI Banking & PSU Weekly IDCW Payout Direct Plan"
"INF200K01V57","SBI Banking & PSU Monthly IDCW Payout Direct Plan"
"INF200K01V57","SBI Banking & PSU Monthly IDCW Reinvest Direct Plan"
"INF204KA1U53","Nippon India Banking & PSU Debt Growth Direct Plan"
"INF204KA1U79","Nippon India Banking & PSU Debt IDCW Payout Direct Plan"
"INF204KA1U87","Nippon India Banking & PSU Debt IDCW Reinvest Direct Plan"
"INF204KA1U95","Nippon India Banking & PSU Debt Quarterly IDCW Payout Direct Plan"
"INF204KA1V03","Nippon India Banking & PSU Debt Quarterly IDCW Reinvest Direct Plan"
"INF204KA1V11","Nippon India Banking & PSU Debt Weekly IDCW Payout Direct Plan"
"INF204KA1V29","Nippon India Banking & PSU Debt Weekly IDCW Reinvest Direct Plan"
"INF204KA1V37","Nippon India Banking & PSU Debt Monthly IDCW Payout Direct Plan"
"INF204KA1V45","Nippon India Banking & PSU Debt Monthly IDCW Reinvest Direct Plan"
"INF205K01KS6","Invesco India Banking & PSU Debt Daily IDCW Reinvest Direct Plan"
"INF205K01KT4","Invesco India Banking & PSU Debt Growth Direct Plan"
"INF205K01KU2","Invesco India Banking & PSU Debt Monthly IDCW Payout Direct Plan"
"INF205K01KV0","Invesco India Banking & PSU Debt Monthly IDCW Reinvest Direct Plan"
"INF209K01YM2","Aditya Birla Sun Life Banking & PSU Debt Monthly IDCW Payout Direct Plan"
"INF209K01YN0","Aditya Birla Sun Life Banking & PSU Debt Growth Direct Plan"
"INF209K01YO8","Aditya Birla Sun Life Banking & PSU Debt Quarterly IDCW Payout Direct Plan"
"INF209KA12Z1","Aditya Birla Sun Life Banking & PSU Debt IDCW Payout Direct Plan"
"INF209KA12Z1","Aditya Birla Sun Life Banking & PSU Debt IDCW Reinvest Direct Plan"
"INF209K01YM2","Aditya Birla Sun Life Banking & PSU Debt Monthly IDCW Reinvest Direct Plan"
"INF209K01YO8","Aditya Birla Sun Life Banking & PSU Debt Quarterly IDCW Reinvest Direct Plan"
"INF223J01SX4","PGIM India Banking & PSU Debt Monthly IDCW Payout Direct Plan"
"INF223J01SY2","PGIM India Banking & PSU Debt Monthly IDCW Reinvest Direct Plan"
"INF223J01SZ9","PGIM India Banking & PSU Debt Growth Direct Plan"
"INF223J01WB2","PGIM India Banking & PSU Debt Quarterly IDCW Payout Direct Plan"
"INF223J01WC0","PGIM India Banking & PSU Debt Quarterly IDCW Reinvest Direct Plan"
"INF223J01WD8","PGIM India Banking & PSU Debt Annual IDCW Payout Direct Plan"
"INF223J01WE6","PGIM India Banking & PSU Debt Annual IDCW Reinvest Direct Plan"
"INF223JA1LT3","PGIM India Banking & PSU Debt Regular IDCW Payout Direct Plan"
"INF223JA1LU1","PGIM India Banking & PSU Debt Regular IDCW Reinvest Direct Plan"
"INF767K01GI4","LIC MF Banking & PSU Debt Growth Direct Plan"
"INF767K01GJ2","LIC MF Banking & PSU Debt Daily IDCW Payout Direct Plan"
"INF767K01GK0","LIC MF Banking & PSU Debt Monthly IDCW Payout Direct Plan"
"INF767K01GL8","LIC MF Banking & PSU Debt Weekly IDCW Payout Direct Plan"
"INF767K01GM6","LIC MF Banking & PSU Debt Daily IDCW Reinvest Direct Plan"
"INF767K01GN4","LIC MF Banking & PSU Debt Monthly IDCW Reinvest Direct Plan"
"INF767K01GO2","LIC MF Banking & PSU Debt Weekly IDCW Reinvest Direct Plan"
"INF789F015Z6","UTI Banking & PSU Debt Growth Direct Plan"
"INF789F016Z4","UTI Banking & PSU Debt Quarterly IDCW Payout Direct Plan"
"INF789F017Z2","UTI Banking & PSU Debt Quarterly IDCW Reinvest Direct Plan"
"INF789FA1U87","UTI Banking & PSU Debt Half Yearly IDCW Payout Direct Plan"
"INF789FA1U95","UTI Banking & PSU Debt Half Yearly IDCW Reinvest Direct Plan"
"INF789FA1V03","UTI Banking & PSU Debt Annual IDCW Payout Direct Plan"
"INF789FA1V11","UTI Banking & PSU Debt Annual IDCW Reinvest Direct Plan"
"INF789FA1V29","UTI Banking & PSU Debt Flexi IDCW Payout Direct Plan"
"INF789FA1V37","UTI Banking & PSU Debt Flexi IDCW Reinvest Direct Plan"
"INF789FC1HC5","UTI Banking & PSU Debt Monthly IDCW Payout Direct Plan"
"INF789FC1HD3","UTI Banking & PSU Debt Monthly IDCW Reinvest Direct Plan"
"INF843K01FC8","Edelweiss Banking & PSU Debt Growth Direct Plan"
"INF843K01FD6","Edelweiss Banking & PSU Debt IDCW Payout Direct Plan"
"INF843K01FE4","Edelweiss Banking & PSU Debt IDCW Reinvest Direct Plan"
"INF843K01FF1","Edelweiss Banking & PSU Debt Weekly IDCW Reinvest Direct Plan"
"INF843K01FG9","Edelweiss Banking & PSU Debt Fortnightly IDCW Reinvest Direct Plan"
"INF843K01FH7","Edelweiss Banking & PSU Debt Monthly IDCW Reinvest Direct Plan"
"INF843K01FI5","Edelweiss Banking & PSU Debt Monthly IDCW Payout Direct Plan"
"INF846K01CR6","Axis Banking & PSU Debt Growth Direct Plan"
"INF846K01CS4","Axis Banking & PSU Debt Monthly IDCW Reinvest Direct Plan"
"INF846K01CT2","Axis Banking & PSU Debt Monthly IDCW Payout Direct Plan"
"INF846K01CU0","Axis Banking & PSU Debt Daily IDCW Reinvest Direct Plan"
"INF846K01CV8","Axis Banking & PSU Debt Weekly IDCW Payout Direct Plan"
"INF846K01CW6","Axis Banking & PSU Debt Weekly IDCW Reinvest Direct Plan"
"INF903J01PA5","Sundaram Banking & PSU Debt Growth Direct Plan"
"INF903J01PB3","Sundaram Banking & PSU Debt Monthly IDCW Payout Direct Plan"
"INF903J01PC1","Sundaram Banking & PSU Debt Daily IDCW Reinvest Direct Plan"
"INF903J01PE7","Sundaram Banking & PSU Debt Monthly IDCW Reinvest Direct Plan"
"INF903J01PD9","Sundaram Banking & PSU Debt Weekly IDCW Reinvest Direct Plan"
"INF917K01HH5","L&T Banking & PSU Debt Growth Direct Plan"
"INF917K01HI3","L&T Banking & PSU Debt Monthly IDCW Reinvestent Reinvest Direct Plan"
"INF917K01HK9","L&T Banking & PSU Debt Weekly IDCW Reinvestent Reinvest Direct Plan"
"INF917K01HL7","L&T Banking & PSU Debt Daily IDCW Reinvestent Reinvest Direct Plan"
"INF917K01HI3","L&T Banking & PSU Debt Monthly IDCW Payout Direct Plan"
"INF917K01HK9","L&T Banking & PSU Debt Weekly IDCW Payout Direct Plan"
"INF666M01FU1","Indiabulls Banking & PSU Debt Daily IDCW Reinvest Direct Plan"
"INF666M01FZ0","Indiabulls Banking & PSU Debt Monthly IDCW Payout Direct Plan"
"INF666M01GA1","Indiabulls Banking & PSU Debt Monthly IDCW Reinvest Direct Plan"
"INF277K015X3","Tata Banking & PSU Debt Growth Direct Plan"
"INF277K014X6","Tata Banking & PSU Debt IDCW Reinvest Direct Plan"
"INF277K014X6","Tata Banking & PSU Debt IDCW Payout Direct Plan"
"INF769K01FY9","Mirae Asset Banking & PSU Debt Growth Direct Plan"
"INF769K01FX1","Mirae Asset Banking & PSU Debt IDCW Payout Direct Plan"
"INF769K01FZ6","Mirae Asset Banking & PSU Debt IDCW Reinvest Direct Plan"
"INF00XX01861","ITI Banking & PSU Debt Growth Direct Plan"
"INF00XX01879","ITI Banking & PSU Debt IDCW Payout Direct Plan"
"INF00XX01887","ITI Banking & PSU Debt IDCW Reinvest Direct Plan"
"INF955L01KF1","Baroda Banking & PSU Bond Monthly IDCW Payout Direct Plan"
"INF955L01KG9","Baroda Banking & PSU Bond Monthly IDCW Reinvest Direct Plan"
"INF955L01KC8","Baroda Banking & PSU Bond Growth Direct Plan"
"INF955L01KD6","Baroda Banking & PSU Bond Quarterly IDCW Payout Direct Plan"
"INF955L01KE4","Baroda Banking & PSU Bond Quarterly IDCW Reinvest Direct Plan"
"INF090I01LK1","Franklin India Floating Rate Growth Direct Plan"
"INF090I01LL9","Franklin India Floating Rate IDCW Reinvest Direct Plan"
"INF109K017Z8","ICICI Prudential Floating Interest Monthly IDCW Reinvest Direct Plan"
"INF109K019Z4","ICICI Prudential Floating Interest Quarterly IDCW Reinvest Direct Plan"
"INF109K01P24","ICICI Prudential Floating Interest Daily IDCW Reinvest Direct Plan"
"INF109K01P32","ICICI Prudential Floating Interest Others IDCW Reinvest Direct Plan"
"INF109K01P32","ICICI Prudential Floating Interest Others IDCW Payout Direct Plan"
"INF109K01P40","ICICI Prudential Floating Interest Fortnightly IDCW Reinvest Direct Plan"
"INF109K01P57","ICICI Prudential Floating Interest Growth Direct Plan"
"INF109K01P81","ICICI Prudential Floating Interest Weekly IDCW Payout Direct Plan"
"INF109K01P81","ICICI Prudential Floating Interest Weekly IDCW Reinvest Direct Plan"
"INF109K01P40","ICICI Prudential Floating Interest Fortnightly IDCW Payout Direct Plan"
"INF109K017Z8","ICICI Prudential Floating Interest Monthly IDCW Payout Direct Plan"
"INF109K019Z4","ICICI Prudential Floating Interest Quarterly IDCW Payout Direct Plan"
"INF179K01VO9","HDFC Floating Rate Debt Wholesale Monthly IDCW Payout Direct Plan"
"INF179K01VP6","HDFC Floating Rate Debt Wholesale Monthly IDCW Reinvest Direct Plan"
"INF179K01VQ4","HDFC Floating Rate Debt Wholesale Growth Direct Plan"
"INF204K01C98","Nippon India Floating Rate Quarterly IDCW Payout Direct Plan"
"INF204K01D06","Nippon India Floating Rate Quarterly IDCW Reinvest Direct Plan"
"INF204K01D14","Nippon India Floating Rate Weekly IDCW Payout Direct Plan"
"INF204K01D71","Nippon India Floating Rate Daily IDCW Reinvest Direct Plan"
"INF204K01D89","Nippon India Floating Rate Monthly IDCW Payout Direct Plan"
"INF204K01D97","Nippon India Floating Rate Monthly IDCW Reinvest Direct Plan"
"INF204K01E05","Nippon India Floating Rate Growth Direct Plan"
"INF204K01E13","Nippon India Floating Rate Weekly IDCW Reinvest Direct Plan"
"INF204KA1DU8","Nippon India Floating Rate IDCW Payout Direct Plan"
"INF204KA1DV6","Nippon India Floating Rate IDCW Reinvest Direct Plan"
"INF209K01UW9","Aditya Birla Sun Life Floating Rate Daily IDCW Reinvest Direct Plan"
"INF209K01UX7","Aditya Birla Sun Life Floating Rate Growth Direct Plan"
"INF209K01UY5","Aditya Birla Sun Life Floating Rate Weekly IDCW Reinvest Direct Plan"
