ISIN,NAME
"INF209K01Q97","Aditya Birla Sun Life International Equity B IDCW Payout Direct Plan"
"INF209K01Q97","Aditya Birla Sun Life International Equity B IDCW Reinvest Direct Plan"
"INF084M01DN7","Aditya Birla Sun Life Asset Allocator Fof Scheme IDCW Payout Direct Plan"
"INF084M01DN7","Aditya Birla Sun Life Asset Allocator Fof Scheme IDCW Reinvest Direct Plan"
"INF084M01DM9","Aditya Birla Sun Life Asset Allocator Multi Manager Fof Scheme Growth Direct Plan"
"INF084M01EI5","Aditya Birla Sun Life Global Excellence Equity Fund Of Fund Retail IDCW Reinvest Direct Plan"
"INF084M01EI5","Aditya Birla Sun Life Global Excellence Equity Fund Of Fund Retail IDCW Payout Direct Plan"
"INF084M01EH7","Aditya Birla Sun Life Global Real Estate Retail Growth Direct Plan"
"INF209K01P64","Aditya Birla Sun Life Cef Global Agri IDCW Payout Direct Plan"
"INF209K01VL0","Aditya Birla Sun Life Cef Global Agri Growth Direct Plan"
"INF084M01DP2","Aditya Birla Sun Life Active Debt Multi Manager Fof Scheme Growth Direct Plan"
"INF084M01EQ8","Aditya Birla Sun Life Financial Planning Conservative Growth Direct Plan"
"INF084M01ET2","Aditya Birla Sun Life Financial Planning Prudent Growth Direct Plan"
"INF209K01P64","Aditya Birla Sun Life Cef Global Agri IDCW Reinvest Direct Plan"
"INF084M01DR8","Aditya Birla Sun Life Active Debt Multi Manager Fof Scheme IDCW Payout Direct Plan"
"INF084M01DR8","Aditya Birla Sun Life Active Debt Multi Manager Fof Scheme IDCW Reinvest Direct Plan"
"INF084M01ES4","Aditya Birla Sun Life Financial Planning Conservative IDCW Payout Direct Plan"
"INF084M01EU0","Aditya Birla Sun Life Financial Planning Prudent IDCW Payout Direct Plan"
"INF084M01EU0","Aditya Birla Sun Life Financial Planning Prudent IDCW Reinvest Direct Plan"
"INF209K01YT7","Aditya Birla Sun Life Gold IDCW Reinvest Direct Plan"
"INF084M01ES4","Aditya Birla Sun Life Financial Planning Conservative IDCW Reinvest Direct Plan"
"INF090I01HT0","Franklin India Dynamic Asset Allocation Fund Of Fund IDCW Payout Direct Plan"
"INF090I01HU8","Franklin India Dynamic Asset Allocation Fund Of Fund IDCW Reinvest Direct Plan"
"INF090I01HV6","Franklin India Dynamic P E Ratio Fund Of Fund Growth Direct Plan"
"INF090I01HW4","Franklin India Life Stage Fund Of Fund 20s IDCW Payout Direct Plan"
"INF090I01HX2","Franklin India Life Stage Fund Of Fund 20s IDCW Reinvest Direct Plan"
"INF090I01HY0","Franklin India Life Stage Fund Of Fund 20s Growth Direct Plan"
"INF090I01HZ7","Franklin India Life Stage Fund Of Fund 30s IDCW Payout Direct Plan"
"INF090I01IA8","Franklin India Life Stage Fund Of Fund 30s IDCW Reinvest Direct Plan"
"INF090I01IB6","Franklin India Life Stage Fund Of Fund 30s Growth Direct Plan"
"INF090I01IC4","Franklin India Life Stage Fund Of Fund 40s IDCW Payout Direct Plan"
"INF090I01ID2","Franklin India Life Stage Fund Of Fund 40s IDCW Reinvest Direct Plan"
"INF090I01IE0","Franklin India Life Stage Fund Of Fund 40s Growth Direct Plan"
"INF090I01IF7","Franklin India Life Stage Fund Of Fund 50s Plus IDCW Payout Direct Plan"
"INF090I01IG5","Franklin India Life Stage Fund Of Fund 50s Plus IDCW Reinvest Direct Plan"
"INF090I01IH3","Franklin India Life Stage Fund Of Fund 50s Plus Growth Direct Plan"
"INF090I01IX0","Franklin Asian Equity IDCW Payout Direct Plan"
"INF090I01IY8","Franklin Asian Equity IDCW Reinvest Direct Plan"
"INF090I01IZ5","Franklin Asian Equity Growth Direct Plan"
"INF090I01JM1","Franklin India Life Stage Fund Of Fund 50s Plus Floating Rate IDCW Payout Direct Plan"
"INF090I01JN9","Franklin India Life Stage Fund Of Fund 50s Plus Floating Rate IDCW Reinvest Direct Plan"
"INF090I01JO7","Franklin India Life Stage Fund Of Fund 50s Plus Floating Rate Growth Direct Plan"
"INF090I01JP4","Franklin India Feeder Franklin US Opportunities IDCW Payout Direct Plan"
"INF090I01JQ2","Franklin India Feeder Franklin US Opportunities IDCW Reinvest Direct Plan"
"INF090I01JR0","Franklin India Feeder Franklin US Opportunities Growth Direct Plan"
"INF090I01KX6","Franklin India Feeder Franklin European Growth Fund Growth Direct Plan"
"INF090I01KY4","Franklin India Feeder Franklin European Growth Fund IDCW Payout Direct Plan"
"INF090I01KZ1","Franklin India Feeder Franklin European Growth Fund IDCW Reinvest Direct Plan"
"INF109K01U84","ICICI Prudential Regular Gold Saving IDCW Reinvest Direct Plan"
"INF109K01U84","ICICI Prudential Regular Gold Saving IDCW Payout Direct Plan"
"INF109K01U92","ICICI Prudential Regular Gold Saving Growth Direct Plan"
"INF109K01W41","ICICI Prudential Passive Strategy IDCW Payout Direct Plan"
"INF109K01W41","ICICI Prudential Passive Strategy IDCW Reinvest Direct Plan"
"INF109K01W58","ICICI Prudential Passive Strategy Growth Direct Plan"
"INF109K01W74","ICICI Prudential Income Optimizer IDCW Payout Direct Plan"
"INF109K01W74","ICICI Prudential Income Optimizer IDCW Reinvest Direct Plan"
"INF109K01W82","ICICI Prudential Moderate Growth Direct Plan"
"INF109K01X08","ICICI Prudential Asset Allocator IDCW Payout Direct Plan"
"INF109K01X08","ICICI Prudential Asset Allocator IDCW Reinvest Direct Plan"
"INF109K01X16","ICICI Prudential Asset Allocator Growth Direct Plan"
"INF109K01X40","ICICI Prudential Thematic Advantage Growth Direct Plan"
"INF109K01X65","ICICI Prudential Debt Management IDCW Payout Direct Plan"
"INF109K01X65","ICICI Prudential Debt Management IDCW Reinvest Direct Plan"
"INF109K01X73","ICICI Prudential Debt Management Growth Direct Plan"
"INF109K01Z63","ICICI Prudential US Bluechip Equity IDCW Payout Direct Plan"
"INF109K01Z63","ICICI Prudential US Bluechip Equity IDCW Reinvest Direct Plan"
"INF109K01Z71","ICICI Prudential US Bluechip Equity Growth Direct Plan"
"INF109KA1CE0","ICICI Prudential Global Stable Equity Growth Direct Plan"
"INF109KA1CF7","ICICI Prudential Global Stable Equity IDCW Reinvest Direct Plan"
"INF109KA1CF7","ICICI Prudential Global Stable Equity IDCW Payout Direct Plan"
"INF109KC1FX1","ICICI Prudential Bharat 22 Fof Growth Direct Plan"
"INF109KC1F34","ICICI Prudential Global Advantage Growth Direct Plan"
"INF109KC1F42","ICICI Prudential Global Advantage IDCW Reinvest Direct Plan"
"INF109KC1F42","ICICI Prudential Global Advantage IDCW Payout Direct Plan"
"INF109KC1I49","ICICI Prudential India Equity Fof Growth Direct Plan"
"INF109KC1I56","ICICI Prudential India Equity Fof IDCW Reinvest Direct Plan"
"INF109KC1I56","ICICI Prudential India Equity Fof IDCW Payout Direct Plan"
"INF109KC1P81","ICICI Prudential Nifty Low Vol 30 Etf Fof Growth Direct Plan"
"INF109KC1P99","ICICI Prudential Nifty Low Vol 30 Etf Fof IDCW Reinvest Direct Plan"
"INF109KC1P99","ICICI Prudential Nifty Low Vol 30 Etf Fof IDCW Payout Direct Plan"
"INF173K01FJ5","Principal Global Opportunities IDCW Payout Direct Plan"
"INF173K01FK3","Principal Global Opportunities IDCW Reinvest Direct Plan"
"INF173K01FM9","Principal Global Opportunities Growth Direct Plan"
"INF173K01MT0","Principal Retirement Saving Conservative Sub Growth Direct Plan"
"INF173K01MV6","Principal Retirement Saving Moderate Sub Growth Direct Plan"
"INF173K01MX2","Principal Retirement Saving Progressive Sub Growth Direct Plan"
"INF174K01LN3","Kotak Asset Allocator Growth Direct Plan"
"INF174K01LP8","Kotak Asset Allocator IDCW Payout Direct Plan"
"INF174K01LO1","Kotak Asset Allocator IDCW Reinvest Direct Plan"
"INF174K01LP8","Kotak Asset Allocator IDCW Reinvest Direct Plan"
"INF174K01LW4","Kotak Global Emerging Market Growth Direct Plan"
"INF174K01LY0","Kotak Global Emerging Market IDCW Payout Direct Plan"
"INF174K01LX2","Kotak Global Emerging Market IDCW Reinvest Direct Plan"
"INF174K01LY0","Kotak Global Emerging Market IDCW Reinvest Direct Plan"
"INF174K01MP6","Kotak Gold Growth Direct Plan"
"INF174K01MR2","Kotak Gold IDCW Reinvest Direct Plan"
"INF174K01MR2","Kotak Gold IDCW Payout Direct Plan"
"INF174KA1FO2","Kotak International Reit Fof Growth Direct Plan"
"INF174KA1FP9","Kotak International Reit Fof IDCW Reinvest Direct Plan"
"INF174KA1FP9","Kotak International Reit Fof IDCW Payout Direct Plan"
"INF174KA1FQ7","Kotak Nasdaq 100 Fund Of Fund Growth Direct Plan"
"INF179K01VX0","HDFC Gold Growth Direct Plan"
"INF179KA1SC5","HDFC Dynamic Pe Ratio Fund Of Fund Growth Direct Plan"
"INF179KA1SD3","HDFC Dynamic PE Ratio Fund Of Fund IDCW Payout Direct Plan"
"INF179KA1SE1","HDFC Dynamic PE Ratio Fund Of Fund IDCW Reinvest Direct Plan"
"INF179KA1SD3","HDFC Dynamic PE Ratio Fund Of Fund IDCW Reinvest Direct Plan"
"INF194K010B0","IDFC Asset Allocation Fund Of Fund Moderate IDCW Payout Direct Plan"
"INF194K010B0","IDFC Asset Allocation Fund Of Fund Moderate IDCW Reinvest Direct Plan"
"INF194K012B6","IDFC Asset Allocation Fund Of Fund Aggressive Growth Direct Plan"
"INF194K013B4","IDFC Asset Allocation Fund Of Fund Aggressive IDCW Payout Direct Plan"
"INF194K013B4","IDFC Asset Allocation Fund Of Fund Aggressive IDCW Reinvest Direct Plan"
"INF194K016A9","IDFC Asset Allocation Fund Of Fund Conservative Growth Direct Plan"
"INF194K017A7","IDFC Asset Allocation Fund Of Fund Conservative IDCW Payout Direct Plan"
"INF194K017A7","IDFC Asset Allocation Fund Of Fund Conservative IDCW Reinvest Direct Plan"
"INF194K019A3","IDFC Asset Allocation Fund Of Fund Moderate Growth Direct Plan"
"INF194K01U72","IDFC All Seasons Bond Growth Direct Plan"
"INF194K01U98","IDFC All Seasons Bond Annual IDCW Payout Direct Plan"
"INF194K01U98","IDFC All Seasons Bond Annual IDCW Reinvest Direct Plan"
"INF194K01V14","IDFC All Seasons Bond Half Yearly IDCW Payout Direct Plan"
"INF194K01V14","IDFC All Seasons Bond Half Yearly IDCW Reinvest Direct Plan"
"INF194K01V30","IDFC All Seasons Bond Quarterly IDCW Payout Direct Plan"
"INF194K01V30","IDFC All Seasons Bond Quarterly IDCW Reinvest Direct Plan"
"INF194K01V55","IDFC All Seasons Bond Fortnightly IDCW Payout Direct Plan"
"INF194K01V55","IDFC All Seasons Bond Fortnightly IDCW Reinvest Direct Plan"
"INF194K01V63","IDFC All Seasons Bond Daily IDCW Reinvest Direct Plan"
"INF194K01V71","IDFC All Seasons Bond Weekly IDCW Reinvest Direct Plan"
"INF194KA1TV4","IDFC All Seasons Bond Periodic IDCW Payout Direct Plan"
"INF194KA1TV4","IDFC All Seasons Bond Periodic IDCW Reinvest Direct Plan"
"INF200K01RO1","SBI Gold IDCW Reinvest Direct Plan"
"INF200K01RO1","SBI Gold IDCW Payout Direct Plan"
"INF200K01RP8","SBI Gold Growth Direct Plan"
"INF200KA1U44","SBI International Access US Equity Fof IDCW Reinvest Direct Plan"
"INF200KA1U44","SBI International Access US Equity Fof IDCW Payout Direct Plan"
"INF200KA1U28","SBI International Access US Equity Fof Growth Direct Plan"
"INF204K01YC4","Nippon India Gold Saving Growth Direct Plan"
"INF204K01YD2","Nippon India Gold Saving IDCW Payout Direct Plan"
"INF204K01YE0","Nippon India Gold Saving IDCW Reinvest Direct Plan"
"INF204KA15G5","Nippon India US Equity Opportunites Growth Direct Plan"
"INF204KA16G3","Nippon India US Equity Opportunites IDCW Payout Direct Plan"
"INF204KA17G1","Nippon India US Equity Opportunites IDCW Reinvest Direct Plan"
"INF204KA1SI1","Nippon India Japan Equity Growth Direct Plan"
"INF204KA1SK7","Nippon India Japan Equity Bonus Growth Direct Plan"
"INF204KA1SM3","Nippon India Japan Equity IDCW Payout Direct Plan"
"INF204KA1SO9","Nippon India Japan Equity IDCW Reinvest Direct Plan"
"INF204KB1X25","Nippon India Junior Bees Fof Growth Direct Plan"
"INF204KB1X33","Nippon India Junior Bees Fof IDCW Reinvest Direct Plan"
"INF204KB1X41","Nippon India Junior Bees Fof IDCW Payout Direct Plan"
"INF204KB17X4","Nippon India Passive Flexicap Fof IDCW Payout Direct Plan"
"INF204KB18X2","Nippon India Passive Flexicap Fof IDCW Reinvest Direct Plan"
"INF204KB16X6","Nippon India Passive Flexicap Fof Growth Direct Plan"
"INF205K01A24","Invesco India Feeder Invesco Pan European Equity Growth Direct Plan"
"INF205K01A32","Invesco India Feeder Invesco Pan European Equity IDCW Payout Direct Plan"
"INF205K01A40","Invesco India Feeder Invesco Pan European Equity IDCW Reinvest Direct Plan"
"INF205K01B49","Invesco India Feeder Invesco Global Equity Income Growth Direct Plan"
"INF205K01B56","Invesco India Feeder Invesco Global Equity Income IDCW Payout Direct Plan"
"INF205K01B64","Invesco India Feeder Invesco Global Equity Income IDCW Reinvest Direct Plan"
"INF205K01NH3","Invesco India Gold IDCW Payout Direct Plan"
"INF205K01NI1","Invesco India Gold IDCW Reinvest Direct Plan"
"INF205K01NJ9","Invesco India Gold Growth Direct Plan"
"INF205KA1262","Invesco India Invesco Global Consumer Trends Fund Of Fund IDCW Payout Direct Plan"
"INF205KA1288","Invesco India Invesco Global Consumer Trends Fund Of Fund IDCW Reinvest Direct Plan"
"INF205KA1270","Invesco India Invesco Global Consumer Trends Fund Of Fund Growth Direct Plan"
"INF223J01NE5","PGIM India Global Equity Opportunities IDCW Reinvest Direct Plan"
"INF223J01NF2","PGIM India Global Equity Opportunities Growth Direct Plan"
"INF223J01NG0","PGIM India Global Equity Opportunities IDCW Payout Direct Plan"
"INF223J01NJ4","PGIM India Emerging Markets Equity IDCW Payout Direct Plan"
"INF223J01NK2","PGIM India Emerging Markets Equity IDCW Reinvest Direct Plan"
"INF223J01NL0","PGIM India Emerging Markets Equity Growth Direct Plan"
"INF336L01BX6","HSBC Brazil IDCW Payout Direct Plan"
"INF336L01BX6","HSBC Brazil IDCW Reinvest Direct Plan"
"INF336L01BY4","HSBC Brazil Growth Direct Plan"
"INF336L01CI5","HSBC Global Emerging Markets IDCW Payout Direct Plan"
"INF336L01CI5","HSBC Global Emerging Markets IDCW Reinvest Direct Plan"
"INF336L01CJ3","HSBC Global Emerging Markets Growth Direct Plan"
"INF336L01HF0","HSBC Asia Pacific Yield Growth Direct Plan"
"INF336L01HH6","HSBC Asia Pacific Yield IDCW Payout Direct Plan"
"INF336L01HH6","HSBC Asia Pacific Yield IDCW Reinvest Direct Plan"
"INF336L01IC5","HSBC Managed Solutions India Growth Fund IDCW Payout Direct Plan"
"INF336L01IC5","HSBC Managed Solutions India Growth Fund IDCW Reinvest Direct Plan"
"INF336L01ID3","HSBC Managed Solutions India Growth Fund Growth Direct Plan"
"INF336L01II2","HSBC Managed Solutions India Moderate IDCW Payout Direct Plan"
"INF336L01II2","HSBC Managed Solutions India Moderate IDCW Reinvest Direct Plan"
"INF336L01IJ0","HSBC Managed Solutions India Moderate Growth Direct Plan"
"INF336L01IP7","HSBC Managed Solutions India Conservative Growth Direct Plan"
"INF336L01JT7","HSBC Global Consumer Opportunities Growth Direct Plan"
"INF336L01PX6","HSBC Global Equity Climate Change Fund Of Fund IDCW Reinvest Direct Plan"
"INF336L01PX6","HSBC Global Equity Climate Change Fund Of Fund IDCW Payout Direct Plan"
"INF336L01PV0","HSBC Global Equity Climate Change Fund Of Fund Growth Direct Plan"
"INF397L01BU4","IDBI Gold Growth Direct Plan"
"INF740K01OE4","DSP World Agriculture Growth Direct Plan"
"INF740K01OF1","DSP World Agriculture IDCW Payout Direct Plan"
"INF740K01OF1","DSP World Agriculture IDCW Reinvest Direct Plan"
"INF740K01OH7","DSP US Flexible Equity Growth Direct Plan"
"INF740K01OI5","DSP US Flexible Equity IDCW Payout Direct Plan"
"INF740K01OI5","DSP US Flexible Equity IDCW Reinvest Direct Plan"
"INF740K01OZ9","DSP World Gold Growth Direct Plan"
"INF740K01PA9","DSP World Gold IDCW Payout Direct Plan"
"INF740K01PA9","DSP World Gold IDCW Reinvest Direct Plan"
"INF740K01PC5","DSP World Energy Growth Direct Plan"
"INF740K01PD3","DSP World Energy IDCW Payout Direct Plan"
"INF740K01PD3","DSP World Energy IDCW Reinvest Direct Plan"
"INF740K01PF8","DSP World Mining Growth Direct Plan"
"INF740K01PG6","DSP World Mining IDCW Payout Direct Plan"
"INF740K01PG6","DSP World Mining IDCW Reinvest Direct Plan"
"INF740K01Z50","DSP Global Allocation Growth Direct Plan"
"INF740K01Z68","DSP Global Allocation IDCW Payout Direct Plan"
"INF740K01Z68","DSP Global Allocation IDCW Reinvest Direct Plan"
"INF843K01AU1","Edelweiss Greater China Equity Off Shore Growth Direct Plan"
"INF843K01AW7","Edelweiss Asean Equity Off Shore Growth Direct Plan"
"INF843K01EC1","Edelweiss US Value Equity Off Shore Growth Direct Plan"
"INF843K01GI3","Edelweiss Europe Dynamic Equity Off Shore Growth Direct Plan"
"INF843K01IZ3","Edelweiss Emerging Markets Opportunities Equity Off Shore Growth Direct Plan"
"INF754K01LB7","Edelweiss US Technology Equity Fund Of Fund Growth Direct Plan"
"INF846K01DQ6","Axis Gold IDCW Payout Direct Plan"
"INF846K01DR4","Axis Gold IDCW Reinvest Direct Plan"
"INF846K01DS2","Axis Gold Growth Direct Plan"
"INF846K01U25","Axis All Seasons Debt Fund Of Fund Annual IDCW Payout Direct Plan"
"INF846K01U17","Axis All Seasons Debt Fund Of Fund Annual IDCW Reinvest Direct Plan"
"INF846K01U09","Axis All Seasons Debt Fund Of Fund Growth Direct Plan"
"INF846K01U41","Axis All Seasons Debt Fund Of Fund Monthly IDCW Payout Direct Plan"
"INF846K01U33","Axis All Seasons Debt Fund Of Fund Monthly IDCW Reinvest Direct Plan"
"INF846K01U66","Axis All Seasons Debt Fund Of Fund Quarterly IDCW Payout Direct Plan"
"INF846K01U58","Axis All Seasons Debt Fund Of Fund Quarterly IDCW Reinvest Direct Plan"
"INF846K01U74","Axis All Seasons Debt Fund Of Fund Half Yearly IDCW Payout Direct Plan"
"INF846K01U82","Axis All Seasons Debt Fund Of Fund Half Yearly IDCW Reinvest Direct Plan"
"INF846K01U90","Axis All Seasons Debt Fund Of Fund Regular IDCW Payout Direct Plan"
"INF846K01V08","Axis All Seasons Debt Fund Of Fund Regular IDCW Reinvest Direct Plan"
"INF846K01X14","Axis Global Equity Alpha Fund Of Fund IDCW Payout Direct Plan"
"INF846K01X22","Axis Global Equity Alpha Fund Of Fund IDCW Reinvest Direct Plan"
"INF846K01X06","Axis Global Equity Alpha Fund Of Fund Growth Direct Plan"
"INF846K01Y47","Axis Greater China Equity Fund Of Fund IDCW Payout Direct Plan"
"INF846K01Y54","Axis Greater China Equity Fund Of Fund IDCW Reinvest Direct Plan"
"INF846K01Y39","Axis Greater China Equity Fund Of Fund Growth Direct Plan"
"INF846K01Z38","Axis Global Innovation Fund Of Fund IDCW Payout Direct Plan"
"INF846K01Z46","Axis Global Innovation Fund Of Fund IDCW Reinvest Direct Plan"
"INF846K01Z20","Axis Global Innovation Fund Of Fund Growth Direct Plan"
"INF903J01NZ7","Sundaram Global Brand IDCW Payout Direct Plan"
"INF903J01OA8","Sundaram Global Brand IDCW Reinvest Direct Plan"
"INF903J01OB6","Sundaram Global Advantage Growth Direct Plan"
"INF247L01718","Motilal Oswal Nasdaq 100 Fund Of Fund Growth Direct Plan"
"INF247L01AL2","Motilal Oswal Asset Allocation Passive Fund Of Fund Aggressive Growth Direct Plan"
"INF247L01AN8","Motilal Oswal Asset Allocation Passive Fund Of Fund Conservative Growth Direct Plan"
"INF769K01GE9","Mirae Asset Equity Allocator Fund Of Fund Growth Direct Plan"
"INF769K01GD1","Mirae Asset Equity Allocator Fund Of Fund IDCW Payout Direct Plan"
"INF769K01GF6","Mirae Asset Equity Allocator Fund Of Fund IDCW Reinvest Direct Plan"
"INF769K01HH0","Mirae Asset Nyse Fang Etf Fund Of Fund Growth Direct Plan"
"INF251K01QV1","BNP Paribas Funds Aqua Fund Of Fund IDCW Reinvest Direct Plan"
"INF251K01QU3","BNP Paribas Funds Aqua Fund Of Fund IDCW Payout Direct Plan"
"INF251K01QT5","BNP Paribas Funds Aqua Fund Of Fund Growth Direct Plan"
"INF082J01127","Quantum Liquid Growth Direct Plan"
"INF082J01135","Quantum Liquid Daily IDCW Reinvest Direct Plan"
"INF082J01143","Quantum Liquid Monthly IDCW Payout Direct Plan"
"INF082J01200","Quantum Liquid Monthly IDCW Reinvest Direct Plan"
"INF090I01JV2","Franklin India Liquid Super Institutional Growth Direct Plan"
"INF090I01JW0","Franklin India Liquid Super Institutional Daily IDCW Reinvest Direct Plan"
"INF090I01JX8","Franklin India Liquid Super Institutional Weekly IDCW Payout Direct Plan"
"INF090I01JY6","Franklin India Liquid Super Institutional Weekly IDCW Reinvest Direct Plan"
"INF109K01Q07","ICICI Prudential Liquid Annual IDCW Payout Direct Plan"
"INF109K01Q07","ICICI Prudential Liquid Annual IDCW Reinvest Direct Plan"
"INF109K01Q15","ICICI Prudential Liquid Daily IDCW Reinvest Direct Plan"
"INF109K01Q23","ICICI Prudential Liquid IDCW Reinvest Direct Plan"
"INF109K01Q23","ICICI Prudential Liquid IDCW Payout Direct Plan"
"INF109K01Q49","ICICI Prudential Liquid Growth Direct Plan"
"INF109K01Q64","ICICI Prudential Liquid Half Yearly IDCW Payout Direct Plan"
"INF109K01Q64","ICICI Prudential Liquid Half Yearly IDCW Reinvest Direct Plan"
"INF109K01Q80","ICICI Prudential Liquid Quarterly IDCW Payout Direct Plan"
"INF109K01Q80","ICICI Prudential Liquid Quarterly IDCW Reinvest Direct Plan"
"INF109K01Q98","ICICI Prudential Liquid Weekly IDCW Reinvest Direct Plan"
"INF109K01R06","ICICI Prudential Liquid Monthly IDCW Reinvest Direct Plan"
